slang,formal,unsure
tdk,tidak,0
hny,hanya,0
tp,tapi,0
dlm,dalam,0
yak,ya,0
tontonin,menontonkan,1
pidionya,vidionya,0
Ancur,hancur,0
gak,enggak,0
buru2,buru-buru,0
beresin,membereskan,0
yg,yang,0
aduhh,aduh,0
jd,jadi,0
ngekek,mengekek,0
Sabar2,sabar-sabar,0
yg,yang,0
ujan,hujan,0
abis,habis,0
Yg,yang,0
disiapin,disiapkan,0
Udah,sudah,0
keles,kali,0
jalan2,jalan-jalan,0
Hbs,habis,0
nti,nanti,0
sampe,sampai,0
ga,enggak,0
jg,juga,0
lg,lagi,0
dgn,dengan,0
aja,saja,0
udh,sudah,0
ngeluh,mengeluh,0
mainin,mainkan,0
Yuuupss,ya,0
yg,yang,0
yg,yang,0
Hati2,hati-hati,0
slama,selama,0
pake,pakai,0
g,enggak,0
dpt,dapat,0
yg,yang,0
aneh2,aneh-aneh,0
jg,juga,0
yg,yang,0
sma,sama,0
gw,gue,0
cepet,cepat,0
cepet,cepat,0
jalan2,jalan-jalan,0
Pelan2,pelan-pelan,0
tp,tapi,0
mmg,memang,0
Allaah,allah,0
Emg,memang,0
bole,boleh,0
trs,terus,0
skrng,sekarang,0
ni,ini,0
mmg,memang,0
nonton,menonton,0
waah,wah,0
yg,yang,0
yg,yang,0
gk,enggak,0
Amien,amin,0
ga,enggak,0
puter,putar,0
ga,enggak,0
keknya,kayaknya,0
ga,enggak,0
bulet,bulat,0
ujan,hujan,0
udah,sudah,0
ga,enggak,0
anget,hangat,0
yg,yang,0
besar2an,besar-besaran,0
lagiii,lagi,0
kt,kata,0
ni,ini,0
mealingkan,memalingkan,0
kalo,kalau,0
silahkan,silakan,0
yg,yang,0
sdh,sudah,0
jgn,jangan,0
yg,yang,0
org,orang,0
maap,maaf,0
ga,enggak,0
blm,belum,0
ngapain,mengapai,0
aja,saja,0
nggak,enggak,0
pen,pengin,0
yg,yang,0
jln,jalan,0
yg,yang,0
dilebarin,dilebarkan,0
klean,kalian,0
ga,enggak,0
abis2,habis-habis,0
GWA,gua,0
PEN,pengin,0
BALES,balas,0
wilayah2,wilayah-wilayah,0
nyantai2,bersantai-santai,1
aja,saja,0
yg,yang,0
ngga2,enggak-enggak,0
w,gue,0
tawwww,tahu,0
w,gue,0
sdaah,sudah,0
maw,mau,0
yg,yang,0
gw,gue,0
gatelllll,gatel,0
udh,sudah,0
bs,bisa,0
bayangin,membayangkan,0
gak,enggak,0
seh,sih,0
loe,lo,0
taon,tahun,0
lg,lagi,0
kyk,kayak,0
thn,tahun,0
ngirim,mengirim,0
qu,ku,0
yg,yang,0
lau,kau,0
yg,yang,0
pengen,pengin,0
liat,lihat,0
mikir,memikir,0
gimana,bagaimana,0
Org,orang,0
yg,yang,0
kalii,kali,0
Ngapa,mengapa,0
kek,kayak,0
berjam2,berjam-jam,0
nungguin,menunggu,0
ahh,ah,0
jg,juga,0
yg,yang,0
ibu2,ibu-ibu,0
lbh,lebih,0
Klp,kelapa,0
gorong2,gorong-gorong,0
Tpi,tapi,0
tdk,tidak,0
buru2,buru-buru,0
msh,masih,0
dgn,dengan,0
Klo,kalau,0
perpus,perpustakaan,0
klo,kalau,0
lg,lagi,0
maen,main,0
kalo,kalau,0
udah,sudah,0
nemu,menemukan,0
nemu,menemukan,0
blm,belum,0
yg,yang,0
semrawutt,semrawut,0
Senengnya,senangnya,0
ngeliat,melihat,0
ko,kok,0
pengen,pengin,0
bochor,bocor,0
kook,kok,0
kyak,kayak,0
nyamperin,menyamperi,0
Semalem,semalam,0
nonton,menonton,0
pilem,film,0
abegeh,abg,0
ga,enggak,0
gini,begini,0
aja,saja,0
ga,enggak,0
boro2,boro-boro,0
Yg,yang,0
hny,hanya,0
ga,enggak,0
spt,seperti,0
iniiii,ini,0
Klo,kalau,0
dg,dengan,0
yg,yang,0
dmn,dimana,1
lg,lagi,0
ajaa,saja,0
udah,sudah,0
beratt,berat,0
lg,lagi,0
nyesek,menyesak,0
yg,yang,0
kawan2,kawan-kawan,0
nekaat,nekat,0
nerjang,menerjang,0
banjirr,banjir,0
pdhl,padahal,0
resiko,risiko,0
nyaingin,menyaingi,0
Nunggu,menunggu,0
yg,yang,0
org,orang,0
tmsk,termasuk,0
krn,karena,0
ttg,tentang,0
yg,yang,0
yg,yang,0
ga,enggak,0
ngandalin,mengandalkan,0
udah,sudah,0
gak,enggak,0
lagiiii,lagi,0
yg,yang,0
sbg,sebagai,0
utk,untuk,0
tp,tapi,0
org,orang,0
yg,yang,0
emang,memang,0
yg,yang,0
ayooo,ayo,0
Kl,kalau,0
ga,enggak,0
ga,enggak,0
gw,gue,0
d,di,0
sempet,sempat,0
utk,untuk,0
aja,saja,0
faham,paham,0
nget,banget,0
yg,yang,0
komen,komentar,1
ga,enggak,0
gw,gue,0
tdnya,tadinya,0
tp,tapi,0
mana2,mana-mana,0
ga,enggak,0
jd,jadi,0
aja,saja,0
msh,masih,0
ibu2,ibu-ibu,0
Ga,enggak,0
ga,enggak,0
dimana2,dimana-mana,1
ttp,tetap,0
aja,saja,0
nunggu,menunggu,0
dgn,dengan,0
Nganu,anu,1
jd,jadi,0
ngga,enggak,0
muter-muter,memutar-mutar,0
kmrin,kemarin,0
brp,berapa,0
Blm,belum,0
yg,yang,0
Pengen,pengin,0
nonton,menonton,0
tp,tapi,0
temen,teman,0
yg,yang,0
dah,sudah,0
nonton,menonton,0
yg,yang,0
yangg,yang,0
yg,yang,0
neh,nih,0
ngga,enggak,0
malem,malam,0
temen,teman,0
Lbh,lebih,0
baek,baik,0
drpd,daripada,0
hrs,harus,0
g,enggak,0
gk,enggak,0
dah,sudah,0
gini,begini,0
ga,enggak,0
selsai,selesai,0
gw,gue,0
skr,sekarang,0
yg,yang,0
ga,enggak,0
tau,tahu,0
klo,kalau,0
lgi,lagi,0
boker,berak,1
tdk,tidak,0
Gilak,gila,0
gak,enggak,0
matinta,matinya,0
Nyampe,sampai,0
yg,yang,0
gak,enggak,0
bkn,bukan,0
Dengerin,mendengarkan,0
ga,enggak,0
w,gue,0
yaahh,ya,0
ga,enggak,0
nihh,nih,0
nabungg,menabung,0
bs,bisa,0
krn,karena,0
Ngga,enggak,0
tp,tapi,0
ga,enggak,0
utk,untuk,0
jkt,jakarta,0
kgn,kangen,0
ttg,tentang,0
yg,yang,0
yg,yang,0
gak,enggak,0
jkt,jakarta,0
yg,yang,0
gw,gue,0
ga,enggak,0
aja,saja,0
dgn,dengan,0
pejabat2,pejabat-pejabat,0
Krn,karena,0
Cuuuuk,lucu,0
yg,yang,0
tdk,tidak,0
gak,enggak,0
Nihh,nih,0
yg,yang,0
kasian,kasihan,0
km,kamu,0
toonngg,tong,0
km,kamu,0
ma,sama,0
km,kamu,0
muter2,memutar-mutar,0
trus,terus,0
ngikutin,mengikuti,0
bkn,bukan,0
tp,tapi,0
yg,yang,0
ngejar2,mengejar-ngejar,0
dah,sudah,0
pk,pakai,0
dr,dari,0
gak,enggak,0
nemu,menemukan,1
yg,yang,0
sbg,sebagai,0
utk,untuk,0
dgn,dengan,0
yg,yang,0
koq,kok,0
Yg,yang,0
org,orang,0
ga,enggak,0
DG,dengan,0
yg,yang,0
Ujung2nya,ujung-ujungnya,0
KAGA,kagak,0
NGAPA2IN,mengapa-apai,0
GWA,gua,0
dimana2,dimana-mana,1
liat,lihat,0
lama2,lama-lama,0
bnyk,banyak,0
yg,yang,0
krna,karena,0
yaaaa,ya,0
ayoo,ayo,0
ramai2,ramai-ramai,0
ngets,banget,0
yg,yang,0
Kereeen,keren,0
dpn,depan,0
sklh,sekolah,0
bgt,banget,0
anak2,anak-anak,0
bbrp,beberapa,0
skrg,sekarang,0
ngga,enggak,0
bsa,bisa,0
yg,yang,0
tau,tahu,0
gak,enggak,0
bs,bisa,0
Nguping,menguping,0
ngingetin,mengingatkan,0
buru2,buru-buru,0
doii,doi,0
syukurin,mensyukuri,0
slalu,selalu,0
knapa,kenapa,0
yg,yang,0
gak,enggak,0
klp,kelapa,0
sdh,sudah,0
mastiin,memastikan,0
tggu,tunggu,0
ngerangkum,merangkum,0
gak,enggak,0
yg,yang,0
tau,tahu,0
ga,enggak,0
bs,bisa,0
ga,enggak,0
Yg,yang,0
utk,untuk,0
udh,sudah,0
ga,enggak,0
ga,enggak,0
ngunyah2,mengunyah-ngunyah,1
kemaren,kemarin,0
skarang,sekarang,0
lg,lagi,0
Nahhh,nah,0
jd,jadi,0
gt,begitu,0
d,di,0
blg,bilang,0
jd,jadi,0
liat,lihat,0
sm,sama,0
pcrnya,pacarnya,0
trnyata,ternyata,0
jugak,juga,0
bawak,bawa,0
selsai,selesai,0
blh,boleh,0
tolongin,menolong,1
ngeliat,melihat,0
calonnn,calon,0
janji2,janji-janji,0
Jngan,jangan,0
krn,karena,0
yg,yang,0
tdk,tidak,0
sampe,sampai,0
Sbg,sebagai,0
Krn,karena,0
karna,karena,0
psawat,pesawat,0
rame,ramai,0
bener,benar,0
sampe,sampai,0
pd,pada,0
bgmn,bagaimana,0
Hrs,harus,0
jd,jadi,0
dl,dulu,0
trus,terus,0
gini,begini,0
gak,enggak,0
dr,dari,0
waah,wah,0
w,gue,0
jd,jadi,0
laaah,lah,0
teruus,terus,0
BENAR2,benar-benar,0
pkl,pukul,0
ngehalangin,menghalangi,0
tungguin,menunggu,0
ats,atas,0
smoga,semoga,0
anak2,anak-anak,0
Parahhh,parah,0
anjgggg,anjing,0
gw,gue,0
gw,gue,0
gak,enggak,0
pake,pakai,0
klo,kalau,0
yg,yang,0
Bosen,bosan,0
boro2,boro-boro,0
gara2,gara-gara,0
pengen,pengin,0
woyy,woy,0
w,gue,0
nunggu,menunggu,0
ujan,hujan,0
alesan,alasan,0
Org,orang,0
yg,yang,0
Jkt,jakarta,1
udah,sudah,0
sempet,sempat,0
trmasuk,termasuk,0
yg,yang,0
udh,sudah,0
kawand,kawan,0
tgh,tengah,0
bkn,bukan,0
hal2,hal-hal,0
dah,sudah,0
berenti,berhenti,0
nemu,menemukan,0
Koq,kok,0
dg,dengan,0
teteo,tetap,0
Ngajak,mengajak,0
brntem,berantem,0
kuy,yuk,0
blm,belum,0
berturut2,berturut-turut,0
kemana2,kemana-mana,0
sampek,sampai,0
w,gue,0
udin,sudah,1
org,orang,0
psti,pasti,0
pdahal,padahal,0
blkg,belakang,0
nmpk,nampak,0
yg,yang,0
dr,dari,0
udah,sudah,0
tdk,tidak,0
prnah,pernah,0
skali,sekali,0
koment,komentar,0
dr,dari,0
temen2,teman-teman,0
yg,yang,0
nyamaan,nyaman,0
yg,yang,0
beneran,benaran,0
maaaakkk,mak,0
engga,enggak,0
nyinyirr,nyinyir,0
tp,tapi,0
ga,enggak,0
yg,yang,0
hadapin,menghadapi,0
Tali2,tali-tali,0
dr,dari,0
Gub,gubernur,1
dr,dari,0
Qu,ku,0
ntn,menonton,0
kl,kalau,0
dooiii,doi,0
ga,enggak,0
ngluyur,mengeluyur,0
hati2,hati-hati,0
bgini,begini,0
nengok,menengok,0
rmh,rumah,0
udh,sudah,0
bgt,banget,0
sy,saya,0
bgt,banget,0
yg,yang,0
emang,memang,0
sdh,sudah,0
hrs,harus,0
lbh,lebih,0
krn,karena,0
adlh,adalah,0
thn,tahun,0
trus,terus,0
nginep,menginap,0
ujan,hujan,0
ga,enggak,0
sieh,sih,0
bgt,banget,0
tai,tahi,0
gw,gue,0
yg,yang,0
laper,lapar,0
Pengen,pengin,0
aseli,asli,0
yaa,ya,0
nagih,menagih,0
ngurus,mengurus,0
jd,jadi,0
nyett,monyet,0
gak,enggak,0
gak,enggak,0
Gmn,bagaimana,0
sm,sama,0
Hrs,harus,0
berenti,berhenti,0
y,ya,0
capeeeek,capek,0
keliatan,kelihatan,0
jg,juga,0
sdh,sudah,0
ngak,enggak,0
diiih,dih,0
ngga,enggak,0
kalo,kalau,0
netes,menetes,0
nunggu,menunggu,0
jg,juga,0
ga,enggak,0
kakkk,kak,0
cinn,cinta,0
Yyuk,yuk,0
mao,mau,0
zunggu,menunggu,0
mo,mau,0
ngasj,mengasih,0
mh,mah,0
yg,yang,0
ga,enggak,0
Hati2,hati-hati,0
skang,sekarang,0
kt,kita,0
bawak,bawa,0
denger2,dengar-dengar,0
bgt,banget,0
dr,dari,0
nolak,menolak,0
klo,kalau,0
ngga,enggak,0
klo,kalau,0
lg,lagi,0
tauu,tahu,0
yg,yang,0
pulak,pula,0
gara2,gara-gara,0
males,malas,0
nonton,menonton,0
pilem,film,0
cm,cuma,0
horang,orang,0
kayahhhhh,kaya,0
Capeeekk,capek,0
bener,benar,0
Ngomongin,mengomongkan,0
sy,saya,0
jg,juga,0
hrs,harus,0
ikut2an,ikut-ikutan,0
it,itu,0
yg,yang,0
tnya,tanya,0
maap,maaf,0
jgn,jangan,0
masuk2,masuk-masuk,0
diacak2,diacak-acak,0
Kamvret,kampret,0
sblm,sebelum,0
sm,sama,0
kl,kalau,0
udh,sudah,0
ngehujat,menghujat,0
blg,bilang,0
kl,kalau,0
utk,untuk,0
ni,ini,0
sampe,sampai,0
sgt,sangat,0
Rasain,rasakan,1
lw,lu,0
km,kamu,0
Kmr,kamar,0
udh,sudah,0
skrg,sekarang,0
nambah,menambah,0
lg,lagi,0
lbh,lebih,0
drpd,daripada,0
W,gue,0
trs,terus,0
w,gue,0
mu,mau,0
tdr,tidur,0
dmn,dimana,0
sambik,sambil,0
Gw,gue,0
Klo,kalau,0
dpt,dapat,0
Ituuuuu,itu,0
yg,yang,0
pedeeesss,pedas,0
ga,enggak,0
ngopi,mengopi,0
yg,yang,0
pengen,pengin,0
pulanv,pulang,0
Bayangin,bayangkan,0
aja,saja,0
abs,habis,0
sibuk2,sibuk-sibuk,0
bangettt,banget,0
Ngga,enggak,0
pengen,pengin,0
merahhhhhhhhhhh,merah,0
puas2,puas-puas,0
ni,ini,0
sikit,dikit,0
sbb,sebab,0
tnya,tanya,0
yg,yang,0
temenan,berteman,1
ayuk,ayo,0
Males,malas,0
nanggepinnya,menanggapinya,0
Serah,terserah,0
aja,saja,0
daaah,deh,0
kg,kagak,0
tp,tapi,0
sbb,sebab,0
nnti,nanti,0
bilanh,bilang,0
gt,begitu,0
ngedip,mengedip,0
udh,sudah,0
netes,menetes,0
yg,yang,0
dpn,depan,0
ps,pasar,0
ngasih,mengasih,0
kl,kalau,0
klo,kalau,0
yg,yang,0
mcm,macam,0
ngecek,mengecek,0
banjir2,banjir-banjir,0
yak,ya,0
mayan,lumayan,0
jg,juga,0
nunggu,menunggu,0
YG,yang,0
malam2,malam-malam,0
mmg,memang,0
g,enggak,0
bkn,bukan,0
nemuin,menemukan,0
temen,teman,0
jg,juga,0
nunggu,menunggu,0
jamaann,jaman,0
mblo,jomblo,0
Kaw,kau,0
lg,lagi,0
dgn,dengan,0
tempat2,tempat-tempat,0
nyebur,mencebur,0
bwt,buat,0
bks,bekas,0
kecil2an,kecil-kecilan,0
Tp,tapi,0
kocaaakkk,kocak,0
nontonin,menontonkan,0
aseekk,asik,0
Nahhh,nah,0
skarang,sekarang,0
lg,lagi,0
ga,enggak,0
naksir,menaksir,0
ramai2,ramai-ramai,0
nyembah,menyembah,0
kezeeellll,kesal,0
kuy,yuk,0
sabi,bisa,0
bsk,besok,0
nonton,menonton,0
lg,lagi,0
kaga,kagak,0
bs,bisa,0
jt,juta,0
Koq,kok,0
bsa,bisa,0
yg,yang,0
jgn,jangan,0
ga,enggak,0
gimana,bagaimana,0
jd,jadi,0
msk,masuk,0
kata2ku,kata-kataku,0
yaa,ya,0
aza,saja,0
Ntr,entar,0
yg,yang,0
gak,enggak,0
denger,dengar,0
nyebelin,menyebalkan,0
tp,tapi,0
seneng,senang,0
bnyk,banyak,0
yg,yang,0
krna,karena,0
mlapor,melapor,0
bntuan,bantuan,0
sdh,sudah,0
dtang,datang,0
dr,dari,0
prangkat,perangkat,0
Klurahn,kelurahan,0
Nti,nanti,0
ad,ada,0
bleh,boleh,0
Bicarany,bicaranya,0
nntn,menonton,0
semacem,semacam,0
tp,tapi,0
blm,belum,0
bener,benar,0
gilaaa,gila,0
org2,orang-orang,0
aneh2,aneh-aneh,0
ehhhh,eh,0
Aamiin,amin,0
ena,enak,0
kasian,kasihan,0
nga,enggak,0
kreatip,kreatif,0
kenalin,kenalkan,0
ngeliat,melihat,0
apaqa,apakah,0
km,kamu,0
tau,tahu,0
mlm,malam,0
td,tadi,0
lgi,lagi,0
yag,yang,0
bgt,banget,0
blm,belum,0
Gw,gue,0
ud,sudah,0
d,di,0
gw,gue,0
belom,belum,0
nonton,menonton,0
udah,sudah,0
ngomongin,mengomongkan,0
napa,kenapa,0
ajakin,mengajak,0
gilaa,gila,0
dimana2,dimana-mana,1
gt,begitu,0
skrg,sekarang,0
klo,kalau,0
nolak,menolak,0
mikih,milih,0
mikir,memikir,0
lh,lah,0
aquh,aku,0
thn,tahun,0
Pdk,pondok,0
ngidam,mengidam,0
Jauhhh,jauh,0
gara2,gara-gara,0
jkt,jakarta,0
nyampe,sampai,0
jln,jalan,0
knp,kenapa,0
dibelokin,dibelokkan,0
lg,lagi,0
k,ke,0
udah,sudah,0
nyampe,sampai,1
psir,pasir,0
abis,habis,0
Aq,aku,0
mblo,jomblo,0
diwarisin,diwariskan,0
rekomen,rekomendasi,0
ga,enggak,0
yaaa,ya,0
Mksd,maksud,0
dr,dari,0
adl,adalah,0
jgn,jangan,0
klo,kalau,0
knp,kenapa,0
salaaaamm,salam,0
seremmm,seram,0
slagi,selagi,0
pkl,pukul,0
disalahin,disalahkan,0
kalo,kalau,0
gak,enggak,0
napahh,kenapa,0
Sokk,sok,0
Cm,cuma,0
ngimpi,mimpi,1
tnpa,tanpa,0
brani,berani,0
mwjdkan,mewujudkan,0
sdh,sudah,0
ga,enggak,0
banjir,banjir-banjir,0
ributin,meributkan,0
mslah,masalah,0
emang,memang,0
kaga,kagak,0
Ngusulin,mengusulkan,0
kgn,kangen,0
gw,gue,0
nonton,menonton,0
udah,sudah,0
ngomongin,mengomongkan,0
berlikuuuuuu,berliku,0
gak,enggak,0
busssyyeeettt,buset,0
P3nj3l4j4h,penjelajah,0
kaga,kagak,0
Temen,teman,0
gw,gue,0
Klo,kalau,0
ngasih,mengasih,0
gak,enggak,0
ngasih,mengasih,0
jd,jadi,0
Diajakin,diajak,1
nonton,menonton,0
apa2,apa-apa,0
yg,yang,0
adlh,adalah,0
dr,dari,0
tsb,tersebut,0
sdg,sedang,0
krn,karena,0
Laki2,laki-laki,0
foto2,foto-foto,0
yg,yang,0
jalan2,jalan-jalan,0
brg,bareng,0
hari2,hari-hari,0
Krn,karena,0
Sgt,sangat,0
Alig,gila,0
udh,sudah,0
bkn,bukan,0
pulang2,pulang-pulang,0
akhirna,akhirnya,0
cepet,cepat,0
nyengir,menyengir,0
tepi2,tepi-tepi,0
tugas2,tugas-tugas,0
bgt,banget,0
ga,enggak,0
Pengen,pengin,0
ngantuk,mengantuk,0
capeeekk,capek,0
nunggu,menunggu,0
ributin,meributkan,0
emang,memang,0
nyesel,menyesal,0
klo,kalau,0
syp,siapa,0
yg,yang,0
skrg,sekarang,0
dapet,dapat,0
ngobrol,mengobrol,0
Ap,apa,0
ngelindungin,melindungi,0
sesak2,sesak-sesak,0
BAPAK2,bapak-bapak,0
trbg,terbang,0
plg,pulang,0
ak,aku,0
mikirin,memikirkan,0
syaitoon,syaitan,0
nonton,menonton,0
nyesel,menyesal,0
bgt,banget,0
sihhh,sih,0
ujan,hujan,0
melele,melulu,0
nyampenya,sampainya,1
bsk,besok,0
nyalahin,menyalahkan,0
ninggalin,meninggalkan,0
knp,kenapa,0
si,sih,0
tp,tapi,0
keknya,kayaknya,0
dimana2,dimana-mana,1
lg,lagi,0
Trs,terus,0
bgt,banget,0
ngeselinnnn,mengesalkan,0
kesininya,kesini-sininya,1
mikir,memikir,0
mikir,memikir-mikir,0
trus,terus,0
gak,enggak,0
ni,nih,0
pingin,pengin,0
lht,lihat,0
skolah,sekolah,0
stiap,setiap,0
Skrg,sekarang,0
ni,ini,0
bgn,bangun,0
laah,lah,0
lahh,lah,0
smnggu,seminggu,0
kmi,kami,0
mao,mau,0
sampe,sampai,0
bgt2,banget-banget,0
bbrp,beberapa,0
aja,saja,0
mrk,mereka,0
kawan2,kawan-kawan,0
ngatasi,mengatasi,0
spy,supaya,0
dgn,dengan,0
smpai,sampai,0
ja,saja,0
ni,nih,0
gak,enggak,0
ngatasin,mengatasi,0
Klu,kalau,0
mmg,memang,0
sdh,sudah,0
mandeg,mandek,0
apa2,apa-apa,0
kata2,kata-kata,0
sy,saya,0
utk,untuk,0
tetep,tetap,0
lempengg,lempeng,0
b'jalan,berjalan,0
sampe,sampai,0
nyusul,menyusul,0
ngeluh,mengeluh,0
kalo,kalau,0
nyedot,menyedot,0
didlam,didalam,0
gorong2,gorong-gorong,0
bayangin,membayangkan,0
kalo,kalau,0
gw,gue,0
jd,jadi,0
org,orang,0
Bosen,bosan,0
gak,enggak,0
tetep,tetap,0
nyalahinnya,menyalahkannya,0
nyalahinnya,menyalahkannya,0
Asuuuuu,asu,0
kampretttttttt,kampret,0
Saitonnya,syaitannya,1
taik,tahi,0
Nyantai,santai,1
ngopi2,mengopi-ngopi,1
sekali2,sekali-sekali,0
ngemut,mengemut,0
nyambil,sambil,1
nungguin,menunggui,0
ttg,tentang,0
skrg,sekarang,0
ni,ini,0
lg,lagi,0
ngak,enggak,0
tdk,tidak,0
udah,sudah,0
edaannn,edan,0
tau,tahu,0
ngasih,mengasih,0
g,enggak,0
tetep,tetap,0
jugaaaa,juga,0
ga,enggak,0
ngerti,mengerti,0
jg,juga,0
jgn2,jangan-jangan,0
lg,lagi,0
kbwa,terbawa,1
anyut,hanyut,0
urusin,mengurusi,0
noh,nih,1
yg,yang,0
ngurusin,mengurusi,0
hal2,hal-hal,0
Ntar,entar,0
shayy,sayang,0
Yukk,yuk,0
JGN,jangan,0
ESMOSI,emosi,0
ESMOSI,emosi,0
NTR,entar,0
NGISUT,mengisut,0
NTR,entar,0
mestik,mesti,0
yaa,ya,0
ky,kayak,0
gw,gue,0
kmrn,kemarin,0
pdhl,padahal,0
aja,saja,0
dr,dari,0
tp,tapi,0
krn,karena,0
blm,belum,0
msq,masuk,0
gt,begitu,0
NGALANGIN,menghalangi,0
BRGSK,brengsek,0
jd,jadi,0
tauuu,tahu,0
dmna,dimana,1
Ak,aku,0
skrg,sekarang,0
lg,lagi,0
nangkep,menangkap,0
sdg,sedang,0
blm,belum,0
nemu,menemukan,0
yg,yang,0
lg,lagi,0
komen,komentar,0
ditengah2,ditengah-tengah,1
naek,naik,0
ngapain,mengapai,0
gini,begini,0
gak,enggak,0
nyamperin,menyamperi,0
seneng,senang,0
bgt,banget,0
jl,jalan,0
udh,sudah,0
arahin,mengarahkan,0
jaln,jalan,0
brdua,berdua,0
ni,ini,0
mmg,memang,0
Iyah,iya,0
sm,sama,0
beda2,beda-beda,0
skrg,sekarang,0
cepet,cepat,0
ttg,tentang,0
wwahh,wah,0
KECOAAAK,kecoak,0
pd,padahal,0
gak,enggak,0
dlm,dalam,0
skrg,sekarang,0
bener,benar,0
krn,karena,0
sdh,sudah,0
gk,enggak,0
mkn,makan,0
mang,memang,0
lg,lagi,0
ngidam,mengidam,0
bbrp,beberapa,0
duhhh,duh,0
nabrak,menabrak,0
emang,memang,0
seneng,senang,0
bgt,banget,0
kayanya,kayaknya,0
bole,boleh,0
Gereja2,gereja-gereja,0
Masjid2,masjid-masjid,0
jd,jadi,0
Nomer,nomor,0
aaah,ah,0
gmn,bagaimana,0
udh,sudah,0
Klo,kalau,0
nyediain,menyediakan,0
dg,dengan,0
sesingkat2nya,sesingkat-singkatnya,0
ga,enggak,0
tryt,ternyata,0
adlh,adalah,0
dr,dari,0
tsb,tersebut,0
sdg,sedang,0
krn,karena,0
nyari2,mencari-cari,0
Jangan2,jangan-jangan,0
Dapet,dapat,0
Gak,enggak,0
sampe,sampai,0
dteriakin,diteriaki,0
supiir,supir,0
klw,kalau,0
yg,yang,0
tiba2,tiba-tiba,0
rb,ribu,0
td,tadi,0
skrg,sekarang,0
Yaaaapppp,ya,0
bener,benar,0
tau,tahu,0
aja,saja,0
mmg,memang,0
org,orang,0
bs,bisa,0
bkn,bukan,0
msjd,masjid,0
kl,kalau,0
msjd,masjid,0
berdaykn,memberdayakan,1
org2,orang-orang,0
Setujuuuu,setuju,0
dpn,depan,0
emg,memang,0
sbnrnya,sebenarnya,0
bkn,bukan,0
tanda2nya,tanda-tandanya,0
mw,mau,0
nyusul,menyusul,0
yok,yuk,0
bosen,bosan,0
dgn,dengan,0
tmnx,temannya,0
lg,lagi,0
yg,yang,0
gedeeee,gede,0
gak,enggak,0
dapet,dapat,0
lebi,lebih,0
nyebrang,menyebrang,0
gak,enggak,0
lg,lagi,0
nemenin,menemani,0
jln,jalan,0
sm,sama,0
temen2,teman-teman,0
ampe,sampai,0
rekan2nya,rekan-rekannya,0
cm,cuma,0
bkn,bikin,0
nyesek,menyesak,0
thn,tahun,0
Byk,banyak,0
yah,ya,0
udh,sudah,0
leyeh2,leyeh-leyeh,0
ngerjainnya,mengerjakannya,0
utk,untuk,0
bener,benar,0
Banjir2,banjir-banjir,0
jkt,jakarta,0
jann,jangan,0
ky,kayak,0
nonton,menonton,0
lg,lagi,0
sdng,sedang,0
ama,sama,0
ngpain,mengapai,0
y,ya,0
am,sama,0
mna,mana,0
nich,nih,0
ati,hati,0
ati,hati,0
udah,sudah,0
pake,pakai,0
tetep,tetap,0
enakeunn,enakan,0
aja,saja,0
mo,mau,0
gimana,bagaimana,0
Halooooo,halo,0
Alamaaakkk,alamak,0
sonoh,sono,0
diem,diam,0
Koq,kok,0
ajaaa,saja,0
ajaa,saja,0
bw,bawa,0
kaleeeeee,kali,0
brp,berapa,0
knp,kenapa,0
jalan2,jalan-jalan,0
laper,lapar,0
sya,saya,0
sma,sama,0
laper,lapar,0
thn,tahun,0
Elo,lo,0
aja,saja,0
ni,nih,0
sma,sama,0
yg,yang,0
skrg,sekarang,0
benar2,benar-benar,0
ulah2,ulah-ulah,0
udh,sudah,0
kyk,kayak,0
mkn,makan,0
ngantuk,mengantuk,0
Crita,cerita,0
klar2,kelar-kelar,0
ato,atau,0
mmbaik,membaik,0
dri,dari,0
thn,tahun,0
k,ke,0
thn,tahun,0
kyknye,kayaknya,0
cm,cuma,0
swkt,sewaktu,0
cpt,cepat,1
krn,karena,0
d,di,0
alirkn,alirkan,0
k,ke,0
Bicarany,bicaranya,0
kenalin,kenalkan,1
atu,satu,0
doooong,dong,0
Nyampek,sampai,1
jg,juga,0
blm,belum,0
trn,turun,0
dr,dari,0
Kagaa,kagak,0
gedeee,gede,0
Belom,belum,0
nyoba,mencoba,0
Nggak,enggak,0
dgn,dengan,0
urusin,mengurusi,0
jgn,jangan,0
kesel,kesal,0
tungguin,menunggu,0
ngebuat,membuat,0
aja,saja,0
sampek,sampai,0
utk,untuk,0
krn,karena,0
sblm,sebelum,0
tmpt,tempat,0
naek,naik,0
mo,mau,0
urusin,mengurusi,0
dlu,dulu,0
nape,kenapa,0
pinter,pintar,0
Njir,anjir,0
nikmatin,menikmati,0
lg,lagi,0
kerendem,kerendam,0
kemaren,kemarin,0
undang2,undang-undang,0
ujan,hujan,0
grimis2,gerimis-gerimis,0
doank,doang,0
doank,doang,0
malem,malam,0
nonton,menonton,0
nggak,enggak,0
nyampe,sampai,0
nyampe,sampai,0
dapetin,mendapatkan,0
nahan,menahan,0
ga,enggak,0
ngerti,mengerti,0
nahan,menahan,0
ga,enggak,0
ga,enggak,0
aja,saja,0
mass,mas,0
kepilH,kepilih,0
BeNeR,benar,0
okeeh,oke,0
tdk,tidak,0
Ningkatin,meningkatkan,0
